tweetid,content,polarity
801682432231702529,en curridabat muy calmado ni una gota de agua y hasta caliente está 20 nomegusta,N
801916320329715712,hidalgo lo hacen a diario hoy es más palpable por la emergencia a,NONE
801958572213108737,ok vea el lado positivo tiene un motivo para hacerle drama el resto de si vida,P
801978181167288320,matar la voz pepsi que debe tener que dicha gaby ya el lunes regresará con toda la pata,P
802021065950195712,esta va a ser la noche más larga para muchos,N
802002493328785409,repollo ud últimamente como que muy amargo,N
802071121084514304,no para esa hora es devastador el efecto de otto en mi país en realidad,N
802031513302867968,gloria en serio es muy probable qué triste,N
811697149637488641,hoy puede ser el penúltimo capítulo de ragnar lothbrok,NONE
811617569295699968,se me rompió el pantalón horizontalmente por el muslo hasta debajo de la nalga ya estoy a la moda,N
811628327609966593,me uno a la triste historia de no vacas,N
811614576861216768,que chiva pasar debajo del puente de la latina siempre he querido es en serio,P
811657609887543296,el pueblo más bonito de españa enhorabuena sólo rioja sólo bueno,P
811638449077948416,ahh no eso fijo pero en este caso en especifico hablo solamente de vestimenta,NEU
811644803838607360,estoy solita en la oficina pondré mis vídeos de cosas paranormales sin audífonos,NONE
811666031643074560,sólo viste feo lo demás todo ok,NEU
811193408878481408,ayer inicie con mi proyecto de hacerme mi propia huerta,NONE
810824587361525760,que dicha que hay trabajo y salud y vacaciones también,P
810694264946618368,ja ja pero está precioso el condenado,P
810670660867526656,juegos de pólvora y mi perrito asustado,N
810870164233261056,stargazer tanto libro chiva que hay y buen punto comida entonces,P
810351346788528128,a la hijueputa tela se me salió yo quería volver a quedar acostada,N
810322496079757312,estoy así de no salir hoy,N
810326683169521664,vamos a pasar año nuevo a la playa no bueno,NONE
810213900192989184,extraño todo de belén es tan chiva,NEU
811407432421404673,y nos vamos encontrando a un ex en el hotel,NONE
811453924830023681,mi hermano y yo convertimos el comedor principal en un café internet,NONE
811955602046013440,me acuerdo de la clínica nora el peri las casas en lotes llores dañadas,NONE
811819332581859328,todavía no me he comido un maldito tamal,N
811782203738910720,yo personalmente lo bloquearla inmediatamente pero al final yo no soy una belleza so,NEU
811803758560768001,hoy tuve mi primera premier y fue un éxito,P
811786773537968128,nombres yo llego hasta las sábado a las am mejor jajaja,NONE
811783431558295552,siempre es bueno la opinión de un playa,P
809178498103439362,soy el ser más distraído del mundo,N
809274124820512768,ojala que te de un bloqueo mas grande que el de mi el,N
809382645754957825,toda mi familia va a estar dormida en mi graduación,N
809223061157400576,espero que mi jefe me de mañana libre,P
809286148916920320,arroyo jajaja yo nunca spoiler eso lo odio pero le recomiendo no meterse a te mañana,P
809267386717274112,yo defendía un poquito el ya no,N
809259678505046018,esto es lo más triste pero espero que el sí,N
811041345288732672,con las rayas más gruesas me gusta pumas sabe lo que hace,P
811080053866057728,bueno igual la veré porque el protagonista es muy guapo,P
811086379199397889,para mi mamá toda la ropa que escojo es fea hasta que me la ve puesta,NEU
810948277957001216,llevaba tiempo de no estar tan quemada,N
811095261829271560,pero igual es feo horrible espantoso,N
809599585001816064,rajado que si lo voy a extrañar un poquito,N
809428087935004672,buen día ivrecagu muchas gracias por su comentario es un gusto servirle,P
808888543338778624,sería la mejor compañía para marce y quitar bueno y yo,P
808896048680861696,yo estoy igual hoy pequé feo,N
808473316520562688,feliz terminé cuatro fue un éxito ahora sueño con algo grande,P
808489751816929280,que raro el mío si es real,NEU
808491123559845889,mis lunes no volverán a ser iguales cadena,NONE
810599314213011456,perez ah bueno gracias por estar tan pendiente de nosotros,P
810540437819760642,ayer me dieron una botella y le pegue un trago pensando que era yin o fresca gracias mariner,N
812111423102926851,lo puse y ví la int de manning está empezando igual,NONE
812110006564831234,dígame que no es caro porque ya estoy bien pobre,NONE
812354803485540352,amo la nueva canción de sofía reyes,P
812059929213366273,ya no me quiero mover estúpidos aeropuertos,N
809123827263438853,la próxima vez que vaya a un bar hasta me sirvo yo solo,NONE
808876462212317188,me corte el pelo y me siento demasiado pelota,N
808870364856090625,mañana tengo el día libre y no tengo nada más que hacer que dormir,P
808862160994664448,cada vez que veo a esa muchacha está más guapa,P
809169530731823106,amador errar es d humanos no debe d pasar a más,P
808901597615034372,seguro las productoras estaban centradas en traer los de siempre,N
813077435386302468,tener grandes expectativas a futuro eso es vida,P
813467340713193472,ya yo voy de vuelta pero le dejé la pampa lindísima,P
813596007481167872,me voy mañana para la playa confiando que el sol me quite esta gripe tan horrible,P
813584750380204034,envidio de buena manera a los que tienen la oportunidad de ir mañana al estadio,P
813521592462540800,hay unos que son casi misión imposible pero está super lindo,P
813541810853310464,te mando un abrazo vienen días duros pero se superan eventualmente,P
813907408120672258,no me arrepiento de nada ah ojalá tuviera dinero infinito,NEU
813911552172625921,cuando queres comprar muchas cosas pero eres pobre,N
813972029267410944,lo extraño demasiado días es demasiado para mí,N
813854554001436677,esto me hizo feliz pero aun mas triste por no poder teletrabajar,N
812433686750756864,misionero ideal oh clare beats nuevos,P
812448341468545026,mañana que entonces yo buscando donde pasar navidad por que me dejaron solo,NONE
812166030462160897,me da tanta plagada tener que ponerle el cono de nuevo a whisky,N
812132464919506944,quiero amigos que le gusten mis gustos musicales ya tengo pero viven largo,NONE
812196050903728128,qué rico el silencio de mi cuarto,P
812688090015772672,desayuno guanacasteco hoy es nochebuena hoy damos vueltita por nicola,P
812906523936587776,pensé hacer algo con belén y machu pero de nuevo me dejaron sola,N
812910113963048960,feliz navidad feliz navidad feliz navidad y feliz navidad,P
812914757019779076,negro ah mae que duro eso en este día,N
814193006739918848,porque si digo que quiero mamón chino me dicen una vulgaridad,N
810126945807699968,matar fue la última vez que fuimos al cine,NONE
812762537938788352,hola no ya no hay más sur,NONE
812752893946236928,como te digo come mas y en mi casa sólo estamos mamá y yo,NEU
811231191332487169,gut aun no tenemos fechas definidas pero te avisamos apenas sepamos,NONE
811195457657569280,de fijo y luego juntos olvidamos que fuimos a palomares,NEU
811219074059476992,jajaja es muy triste esto pero ya hoy consigo otro,P
811212211410583552,mami se acaba de ir y ya la extraño,N
814995688723456001,seguirme es lo único que tienes que hacer,NONE
814907771829239808,ayer lloré viendo a en el snap que plagada,N
814456696194080768,reggaeton lento la canción del fin de año,NONE
814710034236080128,no tengo en la casa apenas entre te mando uno así jaja,NEU
814670953611460608,deben ser mejores las que no me hacen mencionó,P
816042138014253056,estoy viendo bridegroom en netflix y me tiene de un puro moco véanlo,P
816038188607242240,ser productora radiofónico es lo mejor de la vida,P
815954242070609922,pero no están en el cantón central de ojo,NONE
814536151952461824,si ocupan gente para una detenga yo estoy disponible,NONE
815326818479775744,abrazo enorme sos un éxito,P
815388797747666944,alvarez no sé si a todos les funcione pero nosotros sí que lo vemos cumplido,P
814853214050906112,quiero como tener carro para hacer todo rápido,NEU
815439552038977537,tristeza más hp me da siempre en año nuevo,N
817864316372348928,no encuentro ninguna buena serie en no,N
817069708927266816,alpha suerte y ten un feliz año,P
817032173689696257,sip te entendí por tu tuit anterior,NONE
