tweetid,content,polarity,augmented,from_lang
766391854149623809,"quizás para los profesionales no sea mucho, pero no se paga principalmente a mujeres para quienes es un sueño que sucede en mi país",N,1,en
767053112007733248,¿Qué perfume me usas? Victorias secretas x oh. Yo uso una de rosa que es más cara que esa.,N,1,en
766460456634425344,"Hay personas que son fanáticos del fútbol, ​​hay fanáticos envenenados y hay otros hijos e hijas tontos, como todo lo demás en la vida.",N,1,en
767170856778928133,"Quiero hacer una pregunta, si puedo yay, la pregunta es si vas o te gustaría ir a un joven en la victoria.",NONE,1,en
767170856778928133,"Quiero hacer una pregunta si puedo ir bien, la pregunta es: ¿vas a ir o quieres ir a un joven en la victoria?",NONE,1,fr
767154504647139328,"Tú también estabas allí y qué nombres tristes, sí, estaba durmiendo para ir a clase hoy a las 730 te extraño bebé",N,1,en
767156227042226177,"Solo me quedan los sábados, así que, jiji, ¿qué días vas a la u que no te he visto?",NEU,1,en
767156227042226177,"Solo me quedan los sábados, así que, jiji, ¿qué días vas a casa sin verte?",NEU,1,fr
761474790284595200,que feo te decepciona,N,1,en
762419931371622400,delicioso san rafael ezcazu,P,1,en
761938992849838081,jajajaja no lo había visto pero ojo me desperté y estoy tratando de dormir no puede ser que todavía esté despierto,NEU,1,en
761938992849838081,jajajaja no lo había visto pero los ojos me desperté y trato de dormir no puede ser que todavía esté despierto,NEU,1,fr
761195957903953920,"Llego tarde, soy fan, empecé, crecí con eso, sube y baja, tiene todo como todas las series, las estaciones favoritas.",P,1,en
762076127376515073,"Enfrentémoslo, mi cara inocente y un amigo no puede abrirme es que perdí las llaves y mi compañero de cuarto no responde abierto.",NONE,1,en
762076127376515073,enfrentemos mi cara inocente y un amigo no puede abrirme es que perdí las llaves y mi compañero de cuarto no responde abierto,NONE,1,fr
760726897819017216,"También tenía los libros de amplificadores y no me convencieron de que aprobé los exámenes, pero gracias a los exámenes anteriores.",NEU,1,en
760726897819017216,"También tenía los libros de amplificadores y no me convencieron de haber aprobado los exámenes, pero gracias a los exámenes anteriores.",NEU,1,fr
760715780732354561,Yo solo lucas,NONE,1,en
760715780732354561,Yo solo lucas,NONE,1,fr
762534291255414784,"Hola, quería agradecer al personal de Starbucks de la sabana por haber olvidado mi billetera, mis mejores deseos.",P,1,en
761372585900638208,"genial, voy mañana a clase por la tarde, es decir, yoga es como yoga pero aeróbic",P,1,en
777291543321260032,No estoy aquí para enviar una conversación a alguien si la vara fluye bien y si no es por la mierda,N,1,en
777637901777514497,Me cago en la puta,N,1,en
779066354758397954,La publicación que compartiste no podré guardar silencio hasta que anuncie quién viene y ya soy pobre Metallica Gar.,N,1,en
779085697554579456,saludos desde costa rica malaya q siempre te escribo y nunca me contestas de la misma manera nunca me canso de escucharte besos,NEU,1,en
779085697554579456,"saludos desde costa rica malaya q siempre te escribo y nunca me contestas, nunca me cansé de escucharte besos",NEU,1,fr
778795757985865730,el chico no estaba triste,P,1,en
779475155022123008,que triste es la realidad,N,1,en
779505704000364544,"Muy buena niñita, no arrojes piedras al techo del vecino si el tuyo es un feliz policía de cristal.",P,1,en
778686044405321728,Nada más hermoso que ir en un autobús lleno y alguien tosiendo como un pulmón,N,1,en
777260686258819072,se ve feo en general,N,1,en
778387007831552000,jajaja golpeo el susto de la vida y luego espero para ponerlo en el taller de iconos pero ya esta vivo,NEU,1,en
778387007831552000,jajaja golpeo el miedo a la vida y luego espero a ponerlo en el estudio del ícono pero ya está vivo,NEU,1,fr
778399423256592384,"tan hermosa diana muchas gracias, veamos cómo me conformo ahora con nuevos costos de trabajo, te apoyo desde aquí",NEU,1,en
778399423256592384,"Muy hermosa, Diana. Muchas gracias. Mira cómo me establezco ahora con nuevos costos de trabajo. Te apoyo desde aquí.",NEU,1,fr
778399123007569920,"Y son años de acompañarme, es mi edad y he crecido de la mano contigo mil gracias a la cerveza.",P,1,en
779322857750827008,La verdad oops me mata,N,1,en
779181319024619520,nota personal no ver videos nocturnos en youtube comer no ver videos nocturnos en youtube comer no ver videos nocturnos,N,1,en
779173176357982208,"Cosas que deberíamos usar para simplificar nuestras vidas, el cerebro, el sentido común, una sonrisa y eliminar a quienes no nos interesan, simples",P,1,en
779167291774685184,"Mil gracias por todo lo que le prometo en los próximos años, aunque me haya costado llegar a donde estoy hoy.",P,1,en
783372962971971585,agrietado cuando pasas años te das cuenta de que algunas cosas cambian otras se mantienen para dar tranquilidad en los días libres,NEU,1,en
783372962971971585,"agrietado cuando pasas años, te das cuenta de que algunas cosas cambian, que otras se mantienen para dar tranquilidad en las vacaciones",NEU,1,fr
783221220649172992,"Hola, quería preguntarte si el nuevo café chiapas tiene el mismo tono marrón porque voy a hacer una degustación pronto.",NONE,1,en
783221220649172992,"Hola, quería preguntarte si el nuevo café chiapas tiene el mismo tono marrón porque pronto haré una degustación.",NONE,1,fr
784013195321061376,"jajajajajajaja No soy yo quien consume, no es quien produce saludos, Jason, que disfruta de ese súper viaje.",P,1,en
783173947051216896,"mi madre adoptó un gato que se fue de la estupidez delante de la casa si alguien necesita gatos, escríbeme que tengo",NONE,1,en
783173947051216896,"mi madre adoptó un gato que se fue de la estupidez delante de la casa si alguien necesita gatos, escríbeme,",NONE,1,fr
784856579795513344,Será que un entrenamiento es un entrenamiento artesanal que digo cómo todo es ahora hecho a mano.,N,1,en
784796015702441984,"esa es otra buena idea, aunque la dinámica de él para él y la mía a esa misma edad es muy diferente",P,1,en
784254527365013504,"el problema es que ya tengo como problema dos exámenes, una prueba y lo peor es que mis vacaciones casi han terminado",N,1,en
785140294119485440,"de cómics y humor negro, no, y estaré fuera de YouTube si vuelvo con una idea diferente y genial.",NEU,1,en
785140294119485440,"Los comics y el humor negro no, y seré el tiempo de youtube si vuelvo con una idea diferente y genial.",NEU,1,fr
785015004647030784,"Ah, fue hoy, mañana, durante el día, puedes llamarme y con mucho gusto a plena luz del día, no en lo que está escrito en barrios de mierda.",N,1,en
780613787376242703,hola odioso necesito,N,1,en
779847537574318080,Ocupo que dan un pascoe secreto para que los creyentes compren los boletos antes y después de los que quedan los ponen en la venta normal.,NONE,1,en
779847537574318080,"Ocupo el hecho de que dan un sello secreto para que los fieles compren los boletos antes y después de los que se quedan, los ponen en la venta normal.",NONE,1,fr
779562872791851008,Me siento triste y solo,N,1,en
781273986554486784,si hay un niño o una niña mayor que está buscando un trabajo para una temporada de vacaciones en la tienda que me da un dm,NONE,1,en
781273986554486784,"Si hay un niño o una niña mayor que busca un empleo para las vacaciones de fin de año en la tienda, eso me da un dm",NONE,1,fr
781301714188054528,"jajaja, por cierto, hasta ahora me di cuenta del nombre de usuario y me pregunto dónde vivo. Soy un imbécil. Lo siento.",N,1,en
779569425573818369,"Arreglado para eso, algunos famosos dijeron algo, por eso se cree que el puerto más rico y más solicitado es mi opinión.",NEU,1,en
779569425573818369,"En este sentido, algunos famosos han dicho algo, por eso se cree que el puerto más rico y más solicitado es, en mi opinión,",NEU,1,fr
780895754730676224,No salí el fin de semana porque hoy tuve un examen y salgo del examen y nadie quiere ir por un pastel chileno.,N,1,en
779921033184903168,ayer la gente de mi fbi se comportó mejor que mi tl de té en relación con el tema de los himnos,NEU,1,en
779921033184903168,"Ayer, la gente de mi fbi se comportó mejor que mi té con respecto al tema de los himnos.",NEU,1,fr
780481040225796097,bienvenido a los juegos mentales,P,1,en
779685439451992064,"Quiero cambiar de posición en la habitación, pero soy tan indeciso que si después no me gusta me sentiré mal por una semana.",N,1,en
779695637948272640,horrible muy bueno pero devastador,NEU,1,en
779695637948272640,horrible muy bueno pero devastador,NEU,1,fr
779693903645593600,Ni siquiera son el Sam y aquí estoy llorando llorando con una película con Cameron Díaz que la hija muere.,N,1,en
780014158708215808,"Todos queríamos verte jugar juntos en la final, pero así es como es ahora. Lei se mueve a la final. Visslaisaworldjuniors",N,1,en
777721329344655360,"Mañana, si me duermo en la oficina, le digo que se sienta culpable, que busque el coral y las bonitas zapatillas de noche.",NEU,1,en
777721329344655360,"Mañana, si me duermo en la oficina, le digo que se sienta culpable de que está buscando el coral y las bonitas zapatillas por la noche.",NEU,1,fr
777704983705690112,misión cumplida del fin de semana molestar a Mario en broma verdadero hola feo,NONE,1,en
777704983705690112,cumplida la misión del fin de semana aburrido Mario broma verdadero hola feo,NONE,1,fr
777676192807649280,esa mesa es muy reveladora,NONE,1,en
777676192807649280,esta mesa es muy reveladora,NONE,1,fr
783043022220951552,"que están llenos de odio, han escuchado música, vengan de vez en cuando con el suyo y vean cómo se elimina.",N,1,en
782363108945920000,"gracias, pd, sigue adelante con tus maravillosas obras, tal vez algún día un homenaje a la soda estéreo jeje.",P,1,en
782096477183148032,en el gimnasio iba a cobrar unos 330 mil colores en un año que no me inscribí y estoy haciendo los cálculos para el próximo viaje,NONE,1,en
782096477183148032,"en el gimnasio, iba a cargar unos 330,000 colores en un año, no me registré y hago los cálculos para el próximo viaje",NONE,1,fr
781528328712880128,"Por curiosidad, lo intenté en diferentes bancos y en general decliné, pero mi informe está en verde y mi puntaje también",NONE,1,en
781528328712880128,"Por curiosidad, lo intenté en diferentes bancos y en general, pero mi informe está en verde y mi puntuación también",NONE,1,fr
782939496413212672,Mi consejo de hoy es si desea que esa persona tan especial nunca olvide que pide prestado dinero y nunca lo paga,NEU,1,en
782939496413212672,"Mi consejo hoy es que si desea que esta persona sea tan especial para usted, nunca olvide pedir prestado dinero y nunca pague por ello.",NEU,1,fr
782803573864148992,Soy la peor basura del mundo porque en este momento Andrea tenía que verme con otra mujer que se sentía mal.,N,1,en
782579699125932032,Ayer dormí muy tarde durante mis horas normales y ahora no puedo seguir durmiendo porque no puedo soportar el calor de estas horas.,N,1,en
777267152197918720,Si llegamos solo pedimos un poco más de tiempo de lo normal y el teléfono.,NONE,1,en
777267152197918720,"Si llegamos, solo le pedimos un poco más de tiempo de lo normal.",NONE,1,fr
781367360418553856,Lo mejor que puedo hacer hoy es dormir porque estoy a punto de llorar no fue mi día en serio,N,1,en
775421246758539266,Siempre aprendes algo nuevo,P,1,en
775418253942267904,"Será normal esto lo odiamos con mi hermana, ni siquiera me respeta, me envió a lavarme el culo al lagarto de río.",N,1,en
775331950290542594,"Por la mañana, déjame saber de tu gran amor, porque en ti he depositado mi confianza en el salmo, buen día para todos.",P,1,en
775389008545325059,bueno cuando van a rociar,N,1,en
776434082154582016,El puente peatonal está listo para mi casaya. No tendré que dejar de jugar mi vida cuando voy al auto o al cajero.,P,1,en
776158675476090880,Así que tengo que alegrarme solo si el barco pierde en algo que influye en Madrid cómo la liga ayer Tuan,P,1,en
776807812076703744,que rico es dormir,P,1,en
776197117253607424,"Ya estoy allí, si no pudiera decirte que por lo general, siempre hace sol temprano y se enturbia, es como después de la tarde.",NEU,1,en
776197117253607424,"Ya están ahí si no pudiera decírtelo, normalmente siempre hace sol temprano para empezar a nublar, es como la tarde.",NEU,1,fr
775584603893411840,Le escribo a las personas en cualquier momento porque mi ansiedad no me permite esperar a una hora prudente.,N,1,en
775223394996486144,Gab lunes muerto estudiando fisiología animal como ahora puedo sábado o domingo por lo que soy bueno,N,1,en
776589176934281216,"Mi tenis fue el primero en comprarse y no todos han venido con un nuevo tenis y yo, aquí, el Zar.",N,1,en
776614618269573120,"Qué deleite si se hubiera arreglado más cerca con el tupper, pero km me separó de su pozo",P,1,en
778376416530432000,qsflp mi corazón despertó mis pasos siguen lo que tu voz dicta que mi sueño siempre está vinculado a tu amor,P,1,en
778291153074401280,"Esta ceniza me tiene mal y camino con alegría y me arden los ojos, no puedo usar lentes de contacto",N,1,en
786728406633156608,Mañana tengo examen de química e inglés y aquí estoy acostada con el teléfono celular consciente de que no sé qué problemas surgen.,N,1,en
788748085761417216,"Mata la historia de tantos en todos los países de América Latina, una mierda nuestra seguridad y ese maldito concepto de macho.",N,1,en
788735032336592896,"Buenos días, hace una hora y media, salí de Cartago y apenas estoy en el capó. La gasolina es cara y con las represas no paga.",N,1,en
788164692376256512,o ya está hola,NONE,1,en
788164692376256512,o ya está hola,NONE,1,fr
787738825552334849,entre lo positivo está el hecho de que no tendré esas responsabilidades adicionales que adquirí si fui elegido pero quería,NEU,1,en
787738825552334849,entre lo positivo está el hecho de que no tendré las responsabilidades adicionales que adquirí si me eligieran pero quisiera,NEU,1,fr
787499227681140736,"Aunque el día no comenzó de la mejor manera, depende de usted decidir qué tipo de día desea vivir.",NEU,1,en
787499227681140736,"Aunque el día no ha comenzado de la mejor manera posible, depende de usted decidir qué tipo de día desea vivir.",NEU,1,fr
788950273771253760,"Independientemente del resultado, me queda claro que los tigres van a la siguiente fase del clic",NONE,1,en
788950273771253760,"Sea cual sea el resultado, me queda claro que los tigres pasan a la siguiente fase del clic",NONE,1,fr
788962460552179712,"Bueno, estoy hablando de eso y tengo el lado nerd que está dentro de mí, todo mal, estoy hablando de trastornos de personalidad.",N,1,en
787489428256141312,"Soy lo peor del mundo. Olvidé la fecha de tu cumpleaños. Lo siento, felicidades.",NEU,1,en
787489428256141312,"Soy lo peor del mundo. Olvidé la fecha de tu cumpleaños, lo siento, bravo bae.",NEU,1,fr
787659841426722816,"Me despierto al más tranquilo y relajado, me despierto al amanecer y cansado y enojado.",NONE,1,en
787659841426722816,"Me despierto tranquilo y relajado, me levanto al amanecer y cansado y enojado.",NONE,1,fr
788596794888491008,mi madre me hizo súper chiva para Halloween y todo en serio en Snap Snap Naymavp,P,1,en
788552972544258048,"Mañana se levanta temprano para ir a trabajar en la frontera casi norte, si puedo pasar, voy por todos los botones y",NONE,1,en
788552972544258048,"Mañana se levanta temprano para ir a trabajar en la frontera casi al norte, si puedo pasar y paso por todos los botones.",NONE,1,fr
788458345686568960,"los mismos problemas que tuve en el otro lado, solo fui a la oficina un día y mi vida era una ilusión",N,1,en
788258714708942852,"Excelente para mis expectativas y, por supuesto, estaré esperando para verlo lo antes posible, gracias.",P,1,en
789317895352299521,"Soy una de las personas que, incluso cuando la comida está lista y tiene hambre, si no me sirven, soy perezosa y no como.",NONE,1,en
789317895352299521,"Soy de los que incluso cuando la comida está lista y hambrienta si no me sirven, soy perezosa y no como.",NONE,1,fr
793925945090449408,championsxfox me puede enviar un saludo desde costa rica viendo el deporte y bryan ruiz porfa,NONE,1,en
793925945090449408,championsxfox me puede enviar un saludo desde costa rica viendo deportes y bryan ruiz porfa,NONE,1,fr
794310305367158789,"Castro ir al café solo o para tomar una copa o, a veces, es bueno darse ese tiempo para uno",P,1,en
793902627809411072,"Vi que tengo un vecino tan guapo, lo peor es que ni siquiera sé cómo se llama.",NEU,1,en
793902627809411072,"Vi que tenía un vecino tan hermoso, lo peor es que ni siquiera sé cómo se llama.",NEU,1,fr
794701150356434945,El fin de semana pasado le rogué a mis padres demasiado para algunos nike y no me los compraron,N,1,en
793835901860229122,Mañana hay entrega de trabajo final y estoy aquí muy zen desayunando en paz sin tener una página o fuentes escritas a medias,NEU,1,en
793835901860229122,"Mañana está el último trabajo y estoy aquí muy zen, tomando mi desayuno en paz sin tener media página escrita o fuentes.",NEU,1,fr
793498295951826944,arreglado que tenía un bandido amante esperando a su alison,N,1,en
793575747201798144,"Imagina que cuando saludas a alguien que saluda a la que está detrás de ti, se siente feo, me asusta.",N,1,en
793476497721823232,"monsejimenezp jaja qué bienaventurada, pero entonces, ¿cuál es la excusa para ser tan asqueroso?",N,1,en
793494544780328960,Días como hoy aprecio no tener un carro para caminar con el hígado hinchado para conocer mejor las marchas que camino en uber jaja,P,1,en
795301082805260288,"Cada vez que veo una ambulancia avanzada que se mueve rápidamente, un nudo crece en mi garganta y me llegan malos recuerdos.",N,1,en
795401908328550400,"Sí, también me gustó mucho, pero como todos los esfuerzos sociales de Google, el problema es creer en ellos el volumen de usuarios.",N,1,en
795395906682163205,lo que está empezando x en mi twitter Solo cojo los pasatiempos de Darius Tengo muchas cuentas de twitter que no me definen uselalogica,N,1,en
794931782923730945,hoy es el concierto de metallica uhh lástima no voy a estar triste,NONE,1,en
794931782923730945,"Hoy es el concierto de Metallica. Lástima, no voy a estar triste.",NONE,1,fr
795738550364999680,Chema en aquellos y todos en la oficina deseando que él haya regresado a la oficina y dirigir mejor la compañía.,P,1,en
795747254338547712,"Cuando no sepa qué hacer, tome los auriculares y acérquese el teléfono.",P,1,en
795761629648617472,"Hoy, ocho nos dan la undécima camiseta y ni siquiera sé si voy a sobrevivir la semana trimestral.",N,1,en
795661212101017601,Me he lesionado por más de una semana,N,1,en
795667710050963456,eres mi favorito james gordon,P,1,en
795646557655826432,"en una solicitud de servicio de propuestas, lo que debería quedar muy claro es la entrega, si esto no está claro, habrá problemas",NONE,1,en
795646557655826432,"en una solicitud de servicio de propuesta, lo que debería quedar muy claro es la entrega, si no está claro, habrá problemas",NONE,1,fr
795625717404958720,Transmite y cómo mezclan la realidad con mundos paralelos y eso es diferente de las otras películas de Marvel.,P,1,en
795490783453446145,Quiero aniquilar miserable,N,1,en
795488824042385408,Todavía veo el video del pingüino. No puedo creer que sea normal que él esté tan triste. Dime que también lloraste.,N,1,en
790381773544837120,No puedes ver series al mismo tiempo que es el peor espejo de Blackbreak de la cárcel.,N,1,en
790315522558754816,ese momento cuando ya tienes que decidir algo y no tienes una idea que sea mejor,N,1,en
790324639197196288,"Ya regresó a esas mierdas porque no tiene un espectáculo de huevos, es un día triste para el hombre araña.",N,1,en
789633490648129537,Con lo que voy a gastar comprando algo para Halloween compré una mudanza y la entrada en mil,N,1,en
791738636135964672,Acabo de recordar que hay vacaciones de Navidad y es casi diciembre para verlas en todas partes.,P,1,en
791640101751230464,Tengo que aceptar que el consumismo me está hundiendo con el nuevo facebook pro el héroe hat el karma hat y el interruptor de Nintendo,NEU,1,en
791640101751230464,"Tengo que aceptar que el consumismo me hace hundirme con el nuevo facebook pro el sombrero de héroe, el sombrero de karma y el interruptor de Nintendo.",NEU,1,fr
791005572690681857,"Guerrero, serás un gran comunicador.",P,1,en
789620351042932736,"hermosa princesa, estás creciendo muy rápido, te amo pequeña tía",P,1,en
789960420610093056,"Voy a ver Armagedon, qué cinta agrietada le agradezco mucho a la persona que me lo recomendó.",P,1,en
789934663540154368,Tengo una pequeña duda de que las fotos del encuentro aquí en cr serán publicadas hasta el próximo año.,N,1,en
789682700491759617,es una baldosa que bastardo si en el programa se ve bien en la vida real es el doble de buenas personas,P,1,en
791469610759516160,"Soy un anticuado, pero me duele ver o escuchar a la gente amada hasta la cola",N,1,en
790675497512558592,sospechoso octubre vacaciones grinch,N,1,en
790449761988046848,"Ya me quedé sin wifi y qué perezoso me levanto para volver a encenderlo, mi mamá que no me ama",N,1,en
791118835038425088,Cuero y tijeras que uno había visto durante dos semanas y el precio subió.,N,1,en
791139931485773826,No me digas que el alemán que triste jaja nunca quiso a los gatos hasta que esto jaja,N,1,en
791127304739094529,no me dijo nada nuevo tranqui jaja si ve bolsas más lindas las recomienda también porfa,NEU,1,en
791127304739094529,"no me dijo nada de nuevo tranqui haha ​​si ve más bolsas bonitas, también las recomienda",NEU,1,fr
791067778752983041,El típico que nunca ha dicho la palabra picha siempre la ha comido.,N,1,en
790008095069970432,Últimamente no tengo twitter porque no tengo ideas sobre qué twittear y tengo tecnología fea.,N,1,en
785571705754226688,hay un grupo de estudio religioso en el sótano y están haciendo un billón increíble. Solo quiero ver mi película de puta,N,1,en
785566254060797952,"Es bueno tener orden en la vida, solo tienes que aprender y acostumbrarte a poner cosas y personas en su lugar.",P,1,en
785649591911714816,"Para regalar, si alguien está interesado, puede buscarlo cerca de la plaza de la cultura donde normalmente se encuentra.",NONE,1,en
785649591911714816,"Haga un regalo si alguien está interesado, puede buscarlo cerca del lugar de la cultura donde normalmente se encuentra.",NONE,1,fr
785931249915301888,Pude ver la información de la programación. No tenía idea de que podía solicitar agradecimientos digitales.,NONE,1,en
785931249915301888,Pude ver la información que se incluye en el programa. No tenía idea de que podía pedir un agradecimiento digital.,NONE,1,fr
785993181456248833,Arreglado Perdí la última vez que lo encontré en la semana de fumar de la lavadora.,NONE,1,en
785993181456248833,solucionado Perdí la última vez que lo encontré en la semana de fumar lavadora,NONE,1,fr
785819071300251648,Era a la que quería levantarme para no escuchar el ruido de una puta licuadora gracias a la falta de inteligencia de mi prima.,N,1,en
786047229492539393,listo muchas gracias nella,NONE,1,en
786047229492539393,listo muchas gracias nella,NONE,1,fr
786047159212781568,"Si el coral o el cero necesitan ser influenciados en el digital hoy después del pinchazo que me golpeó, podría ser uno.",N,1,en
786031752594587649,"No he recibido mis películas clásicas que ordené, así que veré algo básico como el surgimiento del año de la elección.",NONE,1,en
786031752594587649,"No recibí mis películas clásicas que ordené, así que voy a ver algo fundamental, como el surgimiento del año de la elección.",NONE,1,fr
786066321008099328,"Hoy, a Santi, le ruego al michel lleno de fresco y miré ceniciento por todo el piso, jaja.",NONE,1,en
786066321008099328,hoy en santi rezo michel lleno de fresco y miré cenizas por todo el piso jaja,NONE,1,fr
786065045713219584,gracias a ti hoy estoy muy feliz descansa que sueñes bonito te quiero mucho,P,1,en
786129263002918912,que feo estar sin un celular,N,1,en
786055233340313600,Tengo criterios a favor y otros en contra. No tengo tan claro el resultado final.,NEU,1,en
786055233340313600,Tengo criterios a favor y otros en contra. No tengo tan claro el resultado final.,NEU,1,fr
786076428177661952,"Los recuerdos más importantes y los que mejor viven, permanecen en el alma, más que nada, son horribles.",NEU,1,en
786076428177661952,"Los recuerdos más importantes y más experimentados permanecen en el alma, la mayoría en todo es horrible.",NEU,1,fr
785690847715008513,"Buenas noches, chicos y saludos de mi tl que sueñan bien, así como conmigo.",P,1,en
786818931910545408,jaja gracias igualmente soy,NONE,1,en
786818931910545408,"jaja, gracias tambien soy",NONE,1,fr
786788822377910272,gritar es una mala persona,N,1,en
786782707330134016,cuando salga de los exámenes voy a ir al gimnasio y voy a tener un buen cuerpo y ahí es cuando seré feliz,P,1,en
785658215841181696,El nuevo balance podría dejar de ser el patrocinador de la venta o volver a ser camisas feas.,N,1,en
785811619204964353,"Buenos días, último día hábil, me voy de vacaciones una semana exitosa en sus vidas y seré muy feliz.",P,1,en
785744398705364993,"Si va a comer pollo, mejor quédese tranquilo, tome sus pastillas y siga contando la historia a YouTube.",N,1,en
785391027561439233,el centro bueno no es tan malo tiene muchos elementos de las dos primeras películas que son las mejores y agrega nuevas,P,1,en
786954063615176704,Mi maestra de comunicación se parece a la maestra del puente. Sé que en el fondo ella es malvada y quiere que nos quedemos.,N,1,en
787046850264076289,Me han dicho tantas veces de odio que a veces pienso que si lo soy pero aah soy un amor.,NEU,1,en
787046850264076289,"Me han dicho tantas veces que odio, que a veces pienso que si lo soy pero aah soy un amor.",NEU,1,fr
787049955206627328,Ahora que trabajo a tiempo completo me siento tan merecedor de los viernes como tengo derecho a cantar la cura,P,1,en
786963065527033856,Los maníacos son los más divertidos.,P,1,en
786964419079122944,Mis aparatos ortopédicos casi me los quitan y todavía no los quiero. Los siento feos. Los necesito al menos un año más.,N,1,en
786412156711428097,"En otros temas y aparte, la vida gira mucho y es curioso cómo cambian algunas cosas.",NEU,1,en
786412156711428097,"En otros temas y fuera de la vida, resulta muy interesante la curiosidad acerca de cómo cambian ciertas cosas.",NEU,1,fr
786405475055046656,y qué injusticia no conocí salvada porque no quería arruinarlos y me hicieron daño en la próxima vez.,N,1,en
786417329731014657,"Chiko, en todos los eventos que me dice, me envía a una amiga tuya y nunca la he cumplido. Soy una mala amiga.",N,1,en
786416898204393473,Mañana debut de percusión para los leones chinos. Puedo dejar de ser un samulnoriano frustrado aunque el disfraz de samulnori sea más lindo.,NEU,1,en
786416898204393473,"Mañana, debut de percusión para los leones chinos, puedo dejar de ser un samulnoriano frustrado aunque el disfraz de samulnori sea más lindo",NEU,1,fr
786464649239752704,Al menos lo tienes ahí. No recuerdo la última vez que vi la mía. Me encanta esa canción.,NEU,1,en
786464649239752704,Al menos lo tienes ahí. No recuerdo la última vez que vi la mía. Me encanta esta canción.,NEU,1,fr
786438206778585088,"Para mí, operan el lunes y leen esto, es muy poco alentador que continúes mejor.",N,1,en
786509571934130176,Los campos juran que reconsidero que siempre tengo insomnio y que la ansiedad no me deja dormir. Tengo mañana.,N,1,en
786027261325668353,Pero hablo caca por todas partes soy un gilipollas democrático,N,1,en
786237591569825792,Es lo mejor que espero con ansias por ese nuevo disco y quiero tener tiempo para digerir toda la discografía antes de morir.,P,1,en
787153460957421568,el amor no dura para siempre,N,1,en
787153315377184768,De nuevo quiero dedicarme solo a ser boomer y pasear perros que no saben la felicidad que me trae.,P,1,en
787122996225777664,"Entonces, en primer lugar, ver cosas más extrañas. Además, hay menos episodios. Voy a ver si empiezo ahora.",NONE,1,en
787122996225777664,"Entonces, en primer lugar, ver cosas que son extrañas. Además, hay menos episodios. Voy a ver si empiezo de inmediato.",NONE,1,fr
784583239742713860,Te dije que mi batería es ridícula. Un duro minuto. Ahora necesito que arregles esto.,N,1,en
784605890418794501,esa es la respuesta correcta jaja,P,1,en
792219664013074432,Estoy en mi casa encerrado en el auto con música completa cuando debería estar en algún lugar,N,1,en
792581420908617728,cr con azúcar jaja solo con sal y limón a veces tiro un poco de chile,NONE,1,en
792581420908617728,cr con azúcar jaja solo con sal y limón a veces tiro un poco de chile,NONE,1,fr
792559306881142784,perfecto gracias por ver cuánto tengo que pagar este año que ya he pagado los mismos años,N,1,en
792520091204222980,"Es la primera vez en años que no tengo un plan de Halloween, no disfruto nada, solo quiero terminar de estudiar rápido y ver el juego.",NEU,1,en
792520091204222980,"Es la primera vez en años que no tengo un plan de Halloween disfrazado, solo quiero terminar de estudiar rápido y ver el partido.",NEU,1,fr
792530696136904704,"Windows, ¿qué tan mal te caes al abrir cualquier navegador o aplicación es tan lento e incómodo que teme?",N,1,en
792817450555437057,Suspiros pongo coyote picado con arroz molido y maíz dulce con frijoles y un filete tan simple,NONE,1,en
792817450555437057,suspiro pongo frijoles coyote con arroz molido y maíz dulce con frijoles y un filete tan simple,NONE,1,fr
792786886578216960,lo siento jaja ya que la semana pasada estaba a punto de decirte pero esto no pudo,NONE,1,en
792786886578216960,lo siento jaja ya que la semana pasada estaba a punto de decirte pero eso no pudo,NONE,1,fr
792774890835161092,"apoyar la red, esta red tiene futuros videos de liebre y dirigirse allí cuando lo harán",P,1,en
792824638409629696,Lo que extraño de no vivir con mi tía es que ya no puedo ir a la playa o puedo hacerlo con mis primos fanáticos.,NONE,1,en
792824638409629696,Lo que extraño por no vivir con mi tía es que ya no puedo ir a la playa o con mis primos fanáticos.,NONE,1,fr
792625137396744192,"si me hubieran pagado el viernes estaría de fiesta, pero no aquí, estoy acostado en mi cama como los colores de la tarjeta",N,1,en
793251112283353088,"su mamá va, yo también voy, pero fija y ella no me recuerda y me distraigo.",NONE,1,en
793251112283353088,"su madre va, yo también estoy arreglado y ella no me recuerda y estoy distraída",NONE,1,fr
793155324085547008,Juro que veo todo borroso,N,1,en
793164052847484928,"La última vez que hice un baño con un amigo en el club se llamaba Naomi Saludos, Naomi, te tengo presente.",P,1,en
792449072976175104,"Me siento inútil pero bueno, siempre he trabajado en tareas pasadas.",N,1,en
792469210567888896,Un minuto de silencio para aquellos de nosotros que trabajamos durante las horas del centro comercial y no podemos ver el clásico.,N,1,en
792389968677117952,Hice el huevo frito más perfecto de la historia y no tomé una foto.,NEU,1,en
792389968677117952,Hice el huevo frito más perfecto de la historia y no tomé una foto.,NEU,1,fr
792122619348684800,El aroma es simple mejor no arriesgar lo q q lo disfruto mejor lo paso y ahora,NEU,1,en
792122619348684800,El aroma es simple mejor no arriesgar q lo aprecio mejor lo paso,NEU,1,fr
792933372892819456,"No sé de ti, pero mi mejor amiga para chile es la mejor amiga y lo extraño. Zar",NEU,1,en
792933372892819456,"No sé de ti, pero mi mejor amigo en Chile es el mejor amigo y lo extraño. Zar",NEU,1,fr
792950601533394944,jajaja es que buscas defectos en una buena iniciativa de redes Yo también te amo y te necesito,P,1,en
